;meta[language=en]
; id      |key(hex)|key(str)| text
2116942213|4da6fc04||Talents
2116942214|0fffcc8b||Talents - Amount Gained Per Level
2116942215|9b7ed42f||Haggling for prices is 25% easier.<br>Angering someone has less of an effect on the maximum reward amount.
2116942216|89d7b129||Talents - No Skill Prerequisites
2116942217|e77c1955||Talents - All Skill Slots Unlocked
2116942218|288ec991||Talents - No Skillpoint Requirement
2116942219|4873dd6f||Mutagens - All Mutagen Slots Unlocked
2116942220|cc90a4a3||Visual
2116942221|9a25f037||Blood - Enabled
2116942222|a77b99be||Blood - Ranged Attacks
2116942223|e3931c02||Blood - Only On Criticals
2116942224|637c17a4||Blood - Blood Impact Spray
2116942225|b514fb69||Blood - Major Blood Spray
2116942226|e4828c2f||Blood - Blood Trail
2116942227|8bbf52f9||Signs - Intense Aard
2116942228|8bc30c00||Signs - Intense Igni
2116942229|7854dd19||Inventory
2116942230|74f5e1e2||Inventory In Combat
2116942231|0486efec||Base Carryweight - Geralt
2116942232|efb3e6e6||Base Carryweight - Horse
2116942233|000670a9||Horse Inventory - Open Anywhere
2116942234|d0fcb42b||Weight - Alchemy Items
2116942235|4f4471c5||Weight - Money
2116942236|d1021f47||Weight - Misc
2116942237|7c2336a0||Exploration
2116942238|6912c532||Falling Damage
2116942239|0df6e9fd||Sprinting - Stamina Usage
2116942240|11063883||Combat Only
2116942241|9c0b8b1f||Disabled
2116942242|c1532f7f||Sprinting - Stamina Usage Delay (Exploration)
2116942243|c1532f7d||Sprinting - Stamina Usage Delay (Combat)
2116942244|72c01fda||Sprinting - Instant Drain Below Full
2116942245|0a31dc9d||Sprinting - While Using Witcher Sense
2116942246|f2e69e63||Sprinting - Indoors
2116942247|922c1beb||Horse Sprinting - Cities
2116942248|843aef14||Preparation
2116942249|bbfbe141||Meditation
2116942250|b7f197b9||Fire - Required Wood
2116942251|de087cdd||Fire - Required Timber
2116942252|f0555ae3||Meditation - Level Up Anywhere
2116942253|8538485d||Meditation - Change Mutagens Anywhere
2116942254|1e79fdbb||Meditation - Upgrade Gear Anywhere
2116942255|37fced5a||Meditation - Quick Menu Type
2116942256|3ebf9f30||Solid Menu - Paused
2116942257|3aed1e89||Translucent Menu - Not Paused
2116942258|72d84bfe||Alchemy
2116942259|363d7930||Alchemy - Yield: Potions
2116942260|b21e98bc||Alchemy - Brewing Duration Per Ingredient
2116942261|c060cec1||Alchemy - Distillation Duration
2116942262|75db95bb||Alchemy - Maximum Potion Count
2116942263|b52cddec||Alchemy - Maximum Bomb Count
2116942264|c2ee405e||Alchemy - Maximum Oil Count
2116942265|0bc2a6ea||Alchemy - Global Potion Duration
2116942266|c57b4da4||Alchemy - Minimum Potion Duration
2116942267|ba52d20f||Alchemy - Global Decoction Duration
2116942268|33ed6c15||Alchemy - Minimum Decoction Duration
2116942269|759c6a51||Alchemy - Global Oil Charges
2116942270|f2f89ad7||Alchemy - Minimum Oil Charges
2116942271|7678e0e4||Alchemy - Potion Duration Multiplier
2116942272|97eac670||Alchemy - Decoction Duration Multiplier
2116942273|b65e4410||Alchemy - Oil Charge Multiplier
2116942274|3b427f9d||Health Modifiers
2116942275|0aa560c9||Health Multiplier - Player
2116942276|0db13149||Health Multiplier - Relicts
2116942277|e77261e1||Health Multiplier - Necrophages
2116942278|f4fcd7fa||Health Multiplier - The Cursed
2116942279|f25ecedc||Health Multiplier - Beasts
2116942280|3b12f4fa||Health Multiplier - Insectoids
2116942281|754bdf26||Health Multiplier - Vampires
2116942282|efbb619e||Health Multiplier - Specters
2116942283|54762052||Health Multiplier - Draconids
2116942284|7893d2db||Health Multiplier - Griffins
2116942285|fdb627e4||Health Multiplier - Hybrids
2116942286|08b1a7d8||Health Multiplier - Ogroids
2116942287|06dd622c||Health Multiplier - Nekkers
2116942288|e7253e45||Health Multiplier - Humans
2116942289|4367ed3f||Health Multiplier - Elementals
2116942290|40e4b245||Health Multiplier - Wild Hunt
2116942291|f12c53e4||Health Multiplier - Animals
2116942292|b9667bea||Damage Modifiers
2116942293|c2857067||Damage Multiplier - Player Melee
2116942294|4d4451b7||Damage Multiplier - Player Crossbow
2116942295|c2dbbd49||Damage Multiplier - Player Signs
2116942296|c1eefd04||Damage Multiplier - Player Bombs
2116942297|2e4988fc||Damage Multiplier - Player DoT
2116942298|2e4488e7||Damage Multiplier - Enemy DoT
2116942299|57633c46||Damage Multiplier - Relicts
2116942301|cfb99469||Damage Multiplier - Necrophages
2116942302|f025bfd7||Damage Multiplier - The Cursed
2116942303|52da1b60||Damage Multiplier - Beasts
2116942304|0885153d||Damage Multiplier - Insectoids
2116942305|630a4191||Damage Multiplier - Vampires
2116942306|368b0e19||Damage Multiplier - Specters
2116942307|e6bb1f5d||Damage Multiplier - Draconids
2116942308|c8c0c47c||Damage Multiplier - Griffins
2116942309|67fd190b||Damage Multiplier - Hybrids
2116942310|bc719797||Damage Multiplier - Ogroids
2116942311|83bd27c3||Damage Multiplier - Nekkers
2116942312|5dfdd752||Damage Multiplier - Humans
2116942313|0acf2598||Damage Multiplier - Elementals
2116942314|6fbeedc9||Damage Multiplier - Wild Hunt
2116942315|e34c6d0b||Damage Multiplier - Animals
2116942316|da0a6060||Magic trap that snares enemies and slowly drains their life. If an opponent spends 3 seconds inside the ring, it will be immobilized. Enhances Geralt's reactions while within the ring.<br><br>Time Slow: $I$%<br>Health Drain: $I$ per second<br>Snare Duration: $I$-$I$ seconds<br>Sign Duration: $I$ seconds
2116942317|7df48461||Protective shield that grants additional armor. Incoming damage is reduced by the shield health until it breaks. Slows Vigor regeneration by 50% while active.<br><br>Shield Health: $I$<br>Shield Duration: $I$ seconds
2116942318|163b5f9d||Enables Vigor regeneration.<br>Each point of missing Vigor decreases melee damage by $I$%.
2116942319|8b2a26fe||Incoming damage from attacks (excluding ranged attacks) is reduced by $I$%.
2116942320|8b2a26ff||<br>Consumes $I$% less Stamina.
2116942321|8b2a2700||<br>Taking damage while whirling no longer causes stagger.
2116942322|5f2dc485||Critical hit chance increases with load up to $I$%.<br>Armor piercing increases with load up to $I$%.<br>Damage increases with load up to $I$%.
2116942323|2b987cc3||Reduces the stamina cost of defensive actions by $I$%.<br>The damage inflicted by unparriable attacks while countering is reduced by $I$%.<br>The damage inflicted by huge monster attacks while countering is also reduced by $I$%.
2116942324|211ad0c9||Increases Strong attack speed by $I$%.<br>Strong attacks additionally have a $I$% chance to stagger opponents.
2116942325|71bc2f0a||Fast attacks have a $I$% chance to cripple opponents and slow their movements and a $I$% higher chance to inflict injuries.<br>Opponents are slowed to a maximum value of $F$% with increments of $F$% per attack.<br>Opponents recover after not taking damage for $I$ seconds.
2116942326|7cc6e2aa||Strong attacks deal $I$ extra poise damage.<br>Parried hits have a $I$% chance to break guards.
2116942327|96dee6c0||Increases ranged attack armor piercing by $I$%<br>Increases ranged attack critical hit chance by $I$%.
2116942328|57ebe535||Increases strong attack armor piercing by $I$% and strong attack critical hit damage by $I$%.
2116942329|c0387d27||Increases maximum safe dodge angle to $I$ degrees.<br>Increases the speed of evasive actions by $I$%.<br>Reduces graze damage received by $I$%.
2116942330|c0387d28||<br>Negates all stagger while dodging.
2116942331|66fc94ab||Perfectly timed parries reflect projectiles towards the attacker.<br>Deflecting projectiles costs no Stamina.<br>The chance of receiving injuries is $F$% lower.<br>Poise is increased by $F$.
2116942332|66fc94ac||Perfectly timed parries reflect projectiles towards the attacker for double damage.<br>Deflecting and redirecting projectiles costs no Stamina.<br>The chance of receiving injuries is $F$% lower.<br>Poise is increased by $F$.
2116942333|66fc94ad||Enables the parrying of incoming attacks from behind.<br>Perfectly timed parries reflect projectiles towards the attacker for double damage.<br>Deflecting and redirecting projectiles costs no Stamina.<br>The chance of receiving injuries is $F$% lower.<br>Poise is increased by $F$.
2116942334|97ca2c50||After a successful counterattack, the next hit deals $F$% more damage and has a $F$% higher critical hit chance.<br>Kicks and Bashes: Deal $F$ Stamina damage to the opponent and impede stamina regeneration for $F$ seconds.<br>Counter Slashes: Have an additional $F$% chance to apply up to $F$ stack of bleeding.
2116942335|97ca2c51||After a successful counterattack, the next hit deals $F$% more damage and has a $F$% higher critical hit chance.<br>Kicks and Bashes: Deal $F$ Stamina damage to the opponent and impede stamina regeneration for $F$ seconds.<br>Counter Slashes: Have an additional $F$% chance to apply up to $F$ stacks of bleeding.
2116942336|cd138822||Ranged attacks made on incapacitated opponents - be it hypnotization, immobilization, etc - will deal $F$% more damage.
2116942337|9bb4e308||The poise usage of defensive actions (but not counters) is reduced by $I$%.<br>Lowers attack and evasion speed loss incurred on low Vitality by $I$%.
2116942338|8dc721c0||While below $F$% health, each point of Adrenaline increases Vitality regeneration by $F$ points.<br>While below $F$% health, each point of Adrenaline prevents $F$ points of damage from every source.
2116942339|91a13f48||Fast attacks have a $I$% higher chance to inflict bleeding.<br>Increases fast attack critical hit chance by $I$%.
2116942340|74c33f25||Increases Adrenaline generation speed by $I$%.<br>Each point of Adrenaline increases Sign Intensity by $F$%.
2116942341|64ef1c44||Slows Adrenaline point loss by $I$%.<br>Increases attack speed by $F$% for each point of Vigor.
2116942342|a82f5a9c||Increases fast attack speed by $I$%.<br>Fast attack stamina cost is reduced by $I$%. 
2116942343|20f5604e||Alternate Sign Mode:<br>Emits a continuous stream of fire dealing $F$ damage and slowing opponents by $F$%.
2116942344|20f5604f||<br>Vigor cost is reduced by $I$%.
2116942345|3580dcc2||Alternate Sign Mode:<br>Creates an active shield. Maintaining it and blocking attacks drains Vigor.<br>Damage absorbed by the shield restores Stamina and increases Adrenaline.
2116942346|3580dcc3||Alternate Sign Mode:<br>Maintaining an active shield now drains $I$% less Vigor.<br>Shield health is increased by $I$.<br>Damage absorbed by the shield restores Stamina and increases Adrenaline.
2116942347|3580dcc4||Alternate Sign Mode:<br>Maintaining an active shield no longer costs Vigor.<br>Vigor drain from attacks is unchanged.<br>Damage absorbed by the shield restores Stamina and increases Adrenaline.
2116942348|6d4a7509||Increases base success chance by $I$%.<br>Axii duration is increased by $I$%.
2116942349|6d4a750a||Increases base success chance by $I$%.<br>Axii duration is increased by $I$%.
2116942350|1f88f4be||Applied blade oils last $I$% longer.
2116942351|f8d39248||When Vigor is at its max, critical hit damage against the targeted enemy type is increased by $I$%.
2116942352|05cd1791||Each piece of medium armor worn confers a $F$% chance to not use poise on a defensive action and decreases stamina regeneration delay by $F$%.
2116942353|55dc989c||If no Vigor points are available, signs will be cast using Stamina, but with a $I$% sign intensity reduction.
2116942354|7d83dc5d||Attacking an enemy raises melee damage by $I$% for half a second.
2116942355|ead4705c||Reduces the sign intensity penalty incurred on Vigor loss by $I$%.
2116942356|bc46f546||Increases stamina regeneration by $I$.
2116942357|790bc7db||If the Cluster Bombs talent from the Potion tree is available, extend the number of bombs in the cluster by $I$.
2116942358|2a70429c||Every $I$ seconds, the next offensive action taken will not consume any stamina or impede regeneration.
2116942359|b577d40f||Potion durations are increased by $I$%.
2116942360|f982ae03||Potion durations are increased by $I$%.
2116942361|f982ae04||Potion durations are increased by $I$%.
2116942362|8a55e7f1||Potion Specialization
2116942363|67f16592||You have a $I$% chance of obtaining regular mutagens as a by-product of alchemy.
2116942364|963b4ce0||You have a $I$% chance of obtaining regular mutagens as a by-product of alchemy.
2116942365|963b4ce1||You have a $I$% chance of obtaining regular mutagens as a by-product of alchemy.
2116942366|ef3b7253||You've learned to manage your resources more efficiently and have a $I$% chance to create an additional bomb from the same ingredients.
2116942367|f832d83f||You've learned to manage your resources more efficiently and can create an additional bomb from the same ingredients.
2116942368|f832d840||You've learned to manage your resources more efficiently and can create an additional bomb with a $I$% chance for a third bomb from the same ingredients.
2116942369|bf50dee3||Increases maximum Toxicity by $I$ and Adrenaline by $I$.
2116942370|2acafdaf||Increases maximum Toxicity by $I$ and Adrenaline by $I$.
2116942371|2acafdb0||Increases maximum Toxicity by $I$ and Adrenaline by $I$.
2116942372|0303f893||Cleared toxicity is gained back as Adrenaline while in combat, and toxicity is cleared $I$% faster when it exceeds the safe threshold.
2116942373|5d7b19ff||Cleared toxicity is gained back as Adrenaline while in combat, and toxicity is cleared $I$% faster when it exceeds the safe threshold.
2116942374|5d7b0434||Cleared toxicity is gained back as Adrenaline while in combat, and toxicity is cleared $I$% faster when it exceeds the safe threshold.
2116942375|6746614d||Nigredo Dominance
2116942376|0004ba30||Rubedo Dominance
2116942377|412e7618||Albedo Dominance
2116942378|31002e84||Dominant
2116942379|006e1d3e||No alternate ingredient found.
2116942380|51517d52||increase the degeneration of toxicity by 25%
2116942381|51517d53||significantly increase vitality regeneration
2116942382|51517d54||increase damage dealt by 15%
2116942383|42e82b41||Potions in which all ingredients contain this secondary substance will
2116942384|42e82b42||in addition to their standard effect.
2116942385|23620f7c||Primary substance
2116942386|23620f7d||Rich source of
2116942387|23620f7e||Weak source of
2116942388|23620f7f||Moderate source of
2116942389|96ecaa44||Pure distillate
2116942390|96ecaa45||Strong alcohol
2116942391|96ecaa46||Mild alcohol
2116942392|96ecaa47||High quality base
2116942393|96ecaa48||Quality base
2116942394|96ecaa49||Standard base
2116942395|96ecaa4a||High quality powder
2116942396|96ecaa4b||Quality powder
2116942397|96ecaa4c||Standard powder
2116942398|85e104a2||Obtained
2116942399|2d9ed391||Item Processed
2116942400|617ab86e||No useful alchemical properties.
2116942401|a484fb89||Vitriol
2116942402|31c1f48d||Rebis
2116942403|e9826431||Aether
2116942404|45093518||Quebrith
2116942405|ab6a5a32||Hydragenum
2116942406|85597daf||Vermilion
2116942407|e9dccea5||Albedo
2116942408|fc9bdf9e||Nigredo
2116942409|075e04bd||Rubedo
2116942410|514a115b|| •     Substances: Primary
2116942411|f3211ff9|| ••   Substances: Mutagen Fusion
2116942412|e78bbbbc|| ••• Substances: Mutagen Transmutation
2116942413|ea1246ae||Potions: Albedo 
2116942414|031568b5||Potions: Nigredo
2116942415|07937cc6||Potions: Rubedo
2116942416|15dda91a||If potion Toxicity is above safe threshold, time automatically slows when an enemy is about to perform an attack.
2116942417|1517d64d||If potion Toxicity is above safe threshold, time automatically slows when an enemy is about to perform an attack. Greater effect.
2116942418|1517d64e||If potion Toxicity is above safe threshold, time automatically slows when an enemy is about to perform an attack. Greatest effect.
2116942419|8d17aa9c||Decreases the chance of Toxicity Fever triggering by $I$%.
2116942420|15dda918||Extends effective duration of all mutagen decoctions by $I$% and lowers their toxicity by $I$.
2116942421|e71d7c8b||Increases critical hit chance based on missing health. Lower health means stronger effect.
2116942422|e71d7c8d||Each blow landed increases Attack Power and slows down time until damage (other than that from potion Toxicity) is taken. Chain resets after 3 seconds if no attacks are made.
2116942423|e71d7c91||Damage dealt to foes regenerates Vitality. Stronger effect at lower health.
2116942424|fc92152a||A portion of the damage dealt by enemies is reflected back on the attacker. Better armor increases reflected damage.
2116942425|85a0d455||Increases snare duration to $I$-$I$ seconds.<br>The Warding Glyph slows targets by $I$% for 2 seconds on hit.
2116942426|c5548b40||Enchanted Glyphs
2116942427|c5548b3f||Warding Shield
2116942428|b3c8ebbc||Combustion
2116942429|2fa09f3b||Enemies on fire have a $I$% chance to spread burning to enemies within $I$ yards.<br>Increases burning chance by $I$%.
2116942430|be993ca3||Casting Quen within a half-second of getting hit allows for countering attacks with a violent discharge of shock damage.
2116942431|f999e8f2||Fast attack power
2116942432|1803422d||Strong attack power
2116942433|c7057665||Fast Attacks
2116942434|efb9ac5e||Strong Attacks
2116942435|4f43f659||Effect Chances
2116942436|c8d50adb||Melee Resistances
2116942437|b1972b23||Ethereal Resistances
2116942438|9ee36bde||Effect Resistances
2116942439|7f751c39||Modifiers
2116942440|a7ed8ce5||Poise increase
2116942441|178ca050||Attack speed modifier
2116942442|2de7af5d||Damage Values
2116942443|dc1fb159||Regen Rates
2116942444|db62b421||Penalties
