;meta[language=en]
; id      |key(hex)|key(str)| text
   1185195|696641dd||Warning!<br><br>Buildings around here have been collapsing because a monster’s dug tunnels all over the place. Not sure yet what kind of beast it is.<br><br>Don’t come after me. And don’t wipe my symbols off the walls, because I need them to find my way out.<br><br>Junod of Belhaven
   1185194|95b1dd8f||Warning
   1185193|abccd492||Dammit, should never have taken this contract. Still not sure what sort of monster I’m up against. Worried I won’t be able to prepare properly.<br><br>Stupid of me to bet the coin I set aside for armor. Elves just love squeezing folk of their last copper, and those skinflints at Tufo aren’t any better. But no point feeling sorry for myself. And no point going back until I got a full set of gear.<br><br>Well, as long as you’re sinking, might as well walk on the bottom.<br><br>I’ll find a way, dammit.
   1185197|e76ad293||17 May 1243<br>Finally, a response to my notice! A witcher, big as a mountain and bearded as a dwarf. He asked about the contract, then said he’d take it – for about as much coin as we’ve set aside for Fifi’s dowry. That’s some nerve! But I had no other choice – I had to agree.<br><br>18 May 1243<br>The witcher claims the problems are caused by some subterranean monster. He searched the area and found an entrance to a complex of caves by a stream in the Marcescent Forest. He plans to enter through it tomorrow.<br><br>20 May 1243<br>The witcher hasn’t returned. Some elf from the city asked about him. Now that’s some nerve, giving our address to nonhumans!<br><br>27 May 1243<br>Enough of this! I’ll never hire a witcher again! It will soon be ten days since he took his retainer and disappeared. I plan to sell the things he left behind to recover at least a portion of my losses. Too bad he mostly just left scraps with scribblings that no one will want to purchase.
   1185196|1a373319||Charité Gontran de Tufo's journal
   1185219|0e4ecd61||Dear Bartolomé,<br><br>I have received your letter and am delighted you have found a solution to your problems. The witcher you described does indeed seem dangerous – and you yourself always told me they are all freaks and cold-hearted murderers.<br><br>Yet despite all that, I still think you should agree to his offer. If those diagrams truly do outline revolutionary new methods in armor smithing, not only will you be able to complete the contract Her Grace has given you, but you will also earn a great deal of glory for yourself. And that, I know, is what you value above all else.<br><br>Going to the bandits who dwell in the ruins of Arthach Palace for protection is a wise move. If the knights could not get the best of them, a witcher will also feel duly cowed in their presence. Shady miscreants of all types always respect each other. Still, be extra careful during that meeting. Bandits and witchers are not to be trusted.<br><br>Yours Truly,<br>Belinda de Launay
   1185218|83b92f8b||Letter to Bartolomé de Launay
   1185223|b520c182||Burned all my bridges. No returning possible – not after I committed murder and took those grandmaster diagrams. Probably already on my tail. Hope to finish the deal quick and start a new life in the south.<br><br>My time as a witcher is over.<br><br>Can’t trust de Launay, especially since he insisted we meet in a bandits’ den. Hid the diagrams in a cave which no ordinary man will be able to enter. If everything goes smooth, I’ll collect my coin, tell him the cache is in the Pits of Brume – then offer to escort him there for an additional fee.<br><br>If it doesn’t go smooth and someone finds these notes, know this. It was worth it. Worth killing my own, worth stealing, worth anything to escape from a miserable life on the Path.
   1185222|27d56aca||Lexandre's journal
   1185221|8d486f17||It all went off without a hitch. Bartolomé de Launay proved a poncy fool, just like I thought. Witcher fell right into our trap, too – put too much stock in his skills, thought he could handle anything. At first we acted like bored thugs, just picking our noses and waiting for our pay. When de Launay and the witcher finally came to terms, the witcher let slip he was hiding the rest of the diagrams in the Pits of Brume. Dangerous place, that, but maybe we’ll find some safe route to the witcher’s cache.<br><br>One bolt from the black took care of de Launay. Expected more trouble from the witcher, so we hit him with a couple – good thing, too, because he still had a good heap of life in him, though he couldn’t even get up off his belly. I let the lads check just how much pain a witcher can stomach. They’d earned a bit of recreation after the fine job they’d done. Then we grabbed the coin of de Launay and soon we’re off to the Pits of Brume to get those precious diagrams and sell for all we can.
   1185220|f4a2d415||Hanse leader's notes
   1185036|b4ecc2dd||Pouch filled with florens
   1184795|54297444||Offering for the Unseen Elder
   1184753|db046d01||Two hours after arrival -<br><br>Starting the megascope didn't work. I'm probably too far underground to make contact with Ban Ard. Thus, I have to try to communicate with Vampires Superiores without further consultation. I better work fast.
   1184752|eea64beb||Mage's notes
   1184751|d94f9462||Ten minutes after arrival - <br><br>The teleportation worked: I managed to get into the caves with most of my equipment. Most importantly - the megascope is in perfect condition, so I should be able to communicate with Ban Ard, I just have to set it up in the right place.<br><br>- Thirty minutes after arrival -<br><br>I have already observed numerous gravitational anomalies, which suggests that Sorel Degerlund was right -- the boundary between spheres really is very thin here. More tests should allow me to determine whether a passage to our world has really opened up. <br><br>- One hour after arrival -<br><br>I haven't met any vampire's yet, but I can hear their voices. I'm going to explore. I'll have to be careful.
   1184750|eea64bea||Mage's notes
   1184459|34a42100||Art Patron
   1184463|e282f95d||Roderick of Dun Tynne
   1184247|0032b08b||Model
   1184249|da5467fa||Bouncer
   1184248|68ec6e06||Dorian Vilesse
   1184061|150dc88e||Golyat
   1183931|b6f970ae||Journal from a journey around the world
   1183933|f562d623||Key to a travel chest
   1183932|09c8ca1e||First Day of the Expedition<br>I, Conrad Veidt, shall do the impossible! In eighty days I shall traverse the entire continent – from Caravista to Lan Exeter! I spit upon danger and hold in the highest contempt all the small-minded folk who predict catastrophe and failure! I shall prove to my adversaries that betting against me was the greatest mistake of their lives – a mistake for which they shall pay dearly, and in Nilfgaardian florens!<br><br>Sixth Day of the Expedition<br>I am still in Beauclair. To keep to my pre-established plan, I should have passed the city by altogether, for I am already two days behind, but… blast it all! My rear’s about to fall off from bouncing on that infernal wagon bench! I’ve reached my limit of hard tack and dried pork. I’ve earned a bit of luxury, so it’s time to visit the famed Pheasantry!<br><br>Eighth Day of the Expedition<br>I made some new friends in the Pheasantry, kindred lovers of adventure all! They caught on at once to the idea behind my expedition and decided to join me. Tomorrow, we embark, together. Yet Zuëzan, one of my new companions, suggested we leave the city at once and pitch a camp outside Beauclair – there we shall be able to conduct a thorough inspection of my supplies and prepare for the journey onward.<br><br>Eighth Day of the Expedition (Evening)<br>We have made our provisory bivouac. Everything was examined, my funds counted to the last copper. Zuëzan loaded everything on to a wagon and prepared the horses. I now sit by the fire, drinking Est Est and enjoying an evening of relaxation. Life is beautiful.
   1183995|07b75071||Golden key
   1183982|f5ec9149||Hey!
   1183981|f5ec9148||Hey buddy!
   1187741|266568a2||Bouquet of white roses
   1187587|00000000||Using dyes, you can change the color of items in witcher gear sets.<br><br>Dyes are available in a variety of colors. Whenever you apply a new color, the old color is removed. You can also use dye remover to restore an item's original color.<br><br>If you want to see what an item will look like after being dyed, select a dye, press <<GUI_PC_Preview>> and select the item whose color you wish to change.
   1187586|00000000||Dyes
   1187682|c5d32bc8||Some time later…
   1187681|6f96c594||Count Beledal's camp
   1187519|e633f3c4||Pinastri
   1187538|eeec8b3b||Dun Tynne Guard
   1187543|42eb3a92||Exhibition Curator
   1187571|00000000||Dyes
   1187570|00000000||You can use dyes to change the color of your armor.
   1187569|00000000||Dyes
   1187574|00000000||At any time, you can use dye remover to restore an item's original color. So there's no need to be timid -- go ahead and experiment!
   1187573|00000000||Dyes
   1187572|00000000||Remember, you can only change the color of items belonging to witcher gear sets.
   1187582|20dfa5a3||Gargoyle paw
   1187234|117ce400||Grottore
   1187292|ec7a633a||Protofleder
   1187323|5eb71c52||The White Wolf Taming Beauclair Centipedes
   1187322|d62cfae8||A Witcher Taming Peacocks
   1187321|d0186a46||Geralt and a Panther
   1187164|1058c34d||The next morning…
   1186971|79bb42ab||Key to lockbox
   1186970|2767e5fa||Letter to Cosmo Cyrille
   1186969|d6cbc452||Brother,<br><br>Enough of this hesitation, this fretting, these feelings of guilt! Liam Coronata pays you practically nothing, and you’ve got a family to feed! So do as I say. Load up a cart with barrels of that new spiced wine and in the night, quiet as a mouse, haul it away from the estate. Head northwest, and when you cross the stream, you’ll find men waiting for you. Give them the barrels. They must be desperate to get this wine, because merely as down payment they’ve handed me a pleasantly heavy pouch… Just be careful, because a pair of those vile rock trolls hunt in the Blessure Valley. How’d trolls end up there, you ask? They were imported! For the tourney, for knights to battle for the crowd’s amusement. Thing is, they fled the transport and began slaughtering their way across the land.<br><br>P.S. Hide the share of the down payment I’ve sent, because if someone finds you with that kind of coin, they’ll start asking questions and our business will end quicker than it began.<br><br>P.P.S. My advice – bury it in a pile of dung, no one will look there.
   1186974|3d3c97ba||Augustin Tonnelliay’s journal
   1186973|592f4930||Read these orders carefully, for I will not tolerate any blunders. Report to the agreed-upon location tomorrow and collect the next delivery of seedlings. We must intensify our efforts to infest Vermentino. Be at pains to arrive on time, for the team from the other vineyard will be waiting!<br>C.<br><br>P.S. Do not forget the key!
   1186972|6b404e5c||Letter on elegant stationary
   1186955|c67ec81c||Orders on elegant stationery
   1186956|16b6e770||Fail me this time and I’ll skin that splotchy hide off your rump. Pick up the next batch of seedlings tomorrow from the Tesham Mutna hatchery. We need to infect another spot at Coronata. But don’t be late, because the team from the vineyard on the other side of the river’s got the key!<Br>V.
   1186977|f268446b||Key to chest in sunflower fields
   1186976|96e02a92||[Thick journal written in a steady hand. The last pages, however, contain different handwriting, full of blots and crossed-out words]<br><br>A mysterious gentleman has come to me asking whether I would agree to sell him the stock of barrels we are preparing for the new wine variety. I refused him curtly, for I know how much the new wine means to Miss Matilda. And how much depends on this wine’s success. After all, things have been very tight at the vineyard these last days…<br><br>This extremely mysterious gentleman has turned out to be equally extremely wealthy. He came to me again with a very hefty pouch… Bum-blast it, it will be very hard to refuse him if he puts me to that trial again.<br><br>Today I forgot to lock the gates to the barrel storehouse. I’m very ashamed… but what could I do? Miss Matilda is crushed. I won’t touch that coin until all has settled down. I’ve hidden a sack stuffed with Nilfgaardian florens in the sunflower fields. I would not want someone to find such a fortune in my home.<br><br>He has paid me another visit. This time he wanted me to procure him the recipe for the new wine. I do have some honor, barrels are one thing – I can make new ones, perhaps even better ones – but the recipe for the wine… I said I’d sooner die, and then he gave me this strange look… sent shivers down my spine. I think I’d best barricade my doors this night…
   1186816|c7caff5a||Barrel tap
   1186779|33a845fb||The Corvo Bianco general refurbishment has finished.
   1186815|39f16bf5||Decorated hunting knife
   1186814|f9c6d8c1||Wooden hammer
   1186788|2e2cbb0f||King Cormorant
   1186587|fd24e890||Jacquette
   1186610|4c8b6df2||La Compassion Orphanage
   1186609|69755321||Used in the brewing of alchemy mixtures.
   1186608|61f64741||Serum which makes one receptive to witcher mutations.
   1186607|f73aaa94||Formula for a serum making one receptive to witcher mutations.
   1186606|0ace0e1b||Formaldehyde
   1186605|100c2bbb||Mutation serum
   1186604|44cba8da||Mutation serum formula
   1186491|9e23bf3c||Power crystal
   1186520|a59a8683||Here lies Milton de Peyrac-Peyran
   1186531|759e73f0||Tattered notes
   1186530|1d103fff||Logbook of the archeological expedition under the guidance of Isabelle Duchamp.<br>Our excavation is underwritten by Oxenfurt Academy. Its goal is to study the ancient elven ruins at Termes and subsequently locate and find a way into the underground chambers beneath them using the Purple Ruby of Aed Gynvael.<br><br>March 26th<br>We have arrived in Toussaint, one of the many trifling little realms in the Nilfgaardian Empire. Our journey took place without incid-- [illegible fragment].<br><br>March 27th<br>Master Tyen'sail, a local elf, advised us against entering the ruins. As a precaution, we have hired a witcher.<br><br>April 12th<br>We have pitched camp and conducted preliminary reconnaissance.<br><br>April 16th<br>[illegible fragment] ….and the quarreling continues. The witcher advises us to end the expedition and someone has yet again brought up that canard about an ancient curse. [illegible fragment]<br><br>April 20th<br>The entrance to the underground chambers is indeed protected by a barrier. We must await the witcher’s return – he is to use the Purple Ruby to-- [illegible fragment]
   1186529|9426122d||Isabelle Duchamp's journal
   1186534|ad3ee505||Suppose I shouldn’t be surprised Master Tyen’sail asks such a steep price to forge grandmaster armor. No other craftsman in the world’s his equal. I tried to tell wise old Vesemir what he gave me would barely be enough for one silver sword. Trekked halfway across the world to get here from Kaer Morhen, and for what? Ehh, gonna have to look around for some work…<br><br>[later addendum] Today Tyen'sail introduced me to the leader of an arch—[illegible fragment] But in the end, we reached a deal.<br><br>Checked the area out and it seems calm enough, though my medallion did buzz in a few spots near the ruins. That’s why I told them to pitch camp a bit further away from the main entrance. Who the blazes knows what might be living inside. They’ve also mentioned something about a curse, so guess I should expect wraiths, barghests, maybe. Dammit, should have asked for more… <br><br>Tomorrow we start exploring.
   1186533|cdf9e167||Adona of Carreras' journal
   1186532|396d801c||We should never have gone in there. The witcher proved himself a hero when he collapsed the roof, locking the nightmares away from the world, burying them in there… and himself along with them. Yet that was not enough to save us.<br><br>The bleeding is too forceful. I shall not be able to crawl back to camp. Nor have I strength to destroy the ruby which opened the barrier. Whoever finds these notes, know this: never disturb those ruins or the secrets they trap.
   1186367|e234a505||Pixie
   1186346|fbb0513d||Throw near a unicorn to attract its attention.
   1186345|d7463c11||Ripe apple
   1186386|d3810f9b||Wicked Witch
   1186384|7e236af1||Thumbelina
   1186371|814f3461||Little Mermaid
   1186375|bc18d5a7||Joss
   1186374|c7e80616||Bridge Troll
   1186379|53490e08||Little Flint Girl
   1186378|1a7939cc||Jack
   1186377|d1c3d5e2||Giant
   1186376|e75dd933||Emperor
   1186383|40394bbf||Redbeard
   1186380|ab15df99||Longlocks
   1186254|3abe1e64||Elven Sorceress
   1186279|cb3c52d7||Soap
   1185966|d99e022c||Elven wine
   1185965|d9965e81||Elven bread
   1185909|915a0987||Biscuit for attracting unicorns.
   1185908|27f663a7||Fragrant cake
   1181511|f5eb98ad||Well that's sad.
   1181510|f5eb98ac||... mediocre.
   1181509|f5eb9896||Good.
   1181551|f5eb9929||... *sigh* you're a constant dissapointment to me.
   1181549|0ffa61a6||Contract on a witcher
   1181404|40acd920||Arbiter
   1180989|7d55a336||Ernest Villeneuve
   1181043|b55017da||Gaston
   1181035|3206674a||Marlene
   1180290|1a8c2ad0||Crinfrid Reaver
   1180359|711eeb32||Richly ornamented, heavy key.
   1180358|07b6a278||Massive key
   1180365|4763117e||A rare alchemy ingredient.
   1180364|90555bc4||Pale Widow's venom
   1180075|f5eb1247||I'm not your buddy, guy.
   1180074|f5eb1246||Hi buddy.
   1183379|41ae001e||Place
   1183371|e676ad2e||Near Dun Tynne
   1183476|1d4b8668||Golden key
   1183190|e3da6fee||Some time later…
   1183006|59872959||Mère-Lachaiselongue Cemetery
   1183064|ec814147||Majordomo
   1182971|2b0a8542||Tesham Mutna
   1182970|6f3859b0||Corvo Bianco
   1182628|877e029a||Sculptor
   1182067|64fce8c6||Painter
   1193944|3f98671a||Hanse Bandit
   1193755|809a04d7||Conrrad Tomashckievich<br><br>Made up stories and bossed people around, when all he ever really wanted in life was to fly
   1193754|809a04d6||Sar'rah Gruemm'er<br><br>Left home and died
   1193759|809a04f0||Susanna Cherr'nakovska<br><br>The first Ducal Wine Taster <br>Lived to a ripe old age, sipping the best of Beauclair’s beverages all the while
   1193758|809a04ef||Bartolomeo C'eslycky<br><br>Comedian<br>Could make even a dead fish laugh
   1193757|809a04ee||Kritt the Petit<br><br>Famed host of afternoon salons, where games, bottled cheese and trampolining were the order of the day
   1193756|809a04d8||Kaytoni Kapustinsky<br><br>Knew how to brighten up even the cloudiest day<br>Be Prepared!
   1193791|a5493191||Old urn
   1193763|809a04f4||Urshulla Chapnic<br><br>Relentless in her pursuit of perfection
   1193762|809a04f3||Martin Blah'ha<br><br>"Told you I was sick."
   1193761|809a04f2||Bartolomeo Novak<br><br>Brought smiles to people’s faces
   1193760|809a04f1||Cinnga Krez'el<br><br>Artist and Alchemist<br>Could kill foes with a single gaze and stop time. Dreamed of traveling to other worlds
   1193767|809a050d||Pavel Sasco<br><br>A man of small stature and enormous spirit<br>Was a hearty and fiery dancer. Sadly, he forgot to eat – and perished.
   1193766|809a04f7||Caroleena Staheera<br><br>"What’s the pleasure in slaughtering a weakling? If you wish to draw blood, draw it from a king.”
   1193765|809a04f6||Martin Mihalsky<br><br>Mage and artist<br>Could move mountains
   1193764|809a04f5||Matiey Pyetrass<br><br>A sculptor of time and space
   1193771|809a0511||Gregor Sadinsky<br><br>Athlete extraordinaire<br>Liked to carry great weights, but got a little carried away
   1193770|809a0510||Magdallena Zy'yh<br><br>Writer<br>Stabbed to death by a jealous lover
   1193769|809a050f||Lukas Schepankovsky<br><br>Died on his own blade while trying to show his knightly brethren his expert swordsmanship
   1193768|809a050e||Dominique Gonsierovsky<br><br>Loved accounting tables. That was the death of her.
   1193775|809a0515||Anabella and Gwidon de la Tourre<br><br>Art Patrons<br>Killed by a poison apple
   1193774|809a0514||Paulla "Tekla" Lukievska<br><br>Alchemist and painter<br>Discovered a new species of hedgehog, <i>Paulis Teklis</i>
   1193773|809a0513||Natalie Mrooz<br><br>Duches Ademarta’s court sorceress<br>Granted the wishes of the common folk
   1193772|809a0512||Pavel "Banana" Panasyuk<br><br>Creator of pumpkinball – a game popular in Angren, in which teams strive to toss pumpkins into baskets
   1193811|3f1b2996||Regis' Bloodlust
   1193792|c9b7e997||A very old vessel of unknown origin.
   1193723|7a70fb1a||Shaelmaar
   1193722|99283639||Shaelmaar
   1193473|b313feeb||Smigole Louis Serkis' cookbook
   1193470|462e9a01||[book contains hundreds of recipes, but instead of the recipe for “Beauclairois Rabbit” on the last page, there are only a few chaotically written lines]<br><br>Lebioda’s weeping wounds! I’ve scoured dozens of elven manuscripts and at last, I’ve found it! I know now what the spoon-key I purchased at auction unlocks! It is nothing else but the key to the legendary studio of Ra’mses Gor-Thon – the elven priest of the goddess Danamebi, whose culinary masterpieces remain unmatched by even the best of our modern chefs! If I can find the ruins of this temple, said to be somewhere in the Beauclair Forest, I’ll find all of his legendary recipes! Not to mention the other priceless treasures this grandmaster chef must have kept in the kitchen where he perfected his art… [rest of the page is covered with a large, greasy stain]
   1193451|7902072a||Be you mighty or meek, come to the Pheasantry if its vittles you seek!
   1193232|f87ab48d||Slyzard trophy
   1193219|1f63d629||Fen'aeth
   1193218|d863781f||Diagram: Belhaven blade
   1193217|b4576391||Belhaven blade
   1193216|437ec55e||Diagram: Faithful Friend
   1193223|1f63d62b||Gesheft
   1193222|b8b83f78||Diagram: Tah'rel
   1193221|1f63d62a||Tah'rel
   1193220|23d38cb7||Diagram: Fen'aeth
   1193227|4ef67a4a||Beauclair saddlebags
   1193226|2e3d1412||Grapevine blinders
   1193225|a33d1846||Grapevine saddle
   1193224|4d9cf239||Diagram: Gesheft
   1193267|34c9260b||Formula: Green armor dye
   1193266|4796326c||Green armor dye
   1193265|0da43199||Formula: Red armor dye
   1193264|b35ae23a||Red armor dye
   1193271|347fe707||Formula: Black armor dye
   1193270|474cf368||Black armor dye
   1193269|a6dad852||Formula: Blue armor dye
   1193268|b7fa3bd1||Blue armor dye
   1193275|7200b026||Formula: Orange armor dye
   1193274|b8d52fe5||Orange armor dye
   1193273|35a62331||Formula: White armor dye
   1193272|48732f92||White armor dye
   1193279|825eee6c||Formula: Yellow armor dye
   1193278|c9336e2b||Yellow armor dye
   1193277|a6e1296e||Formula: Pink armor dye
   1193276|b8008ced||Pink armor dye
   1193255|9bb0dd7f||Formula. Used to make dyes.
   1193254|53c97f6e||Dye. Dyes an item from a witcher gear set a given color.
   1193253|ec48c570||Dye solution
   1193259|a6dd325b||Formula: Gray armor dye
   1193258|b7fc95da||Gray armor dye
   1193257|72428b49||Formula: Dye remover
   1193256|05fe036a||Dye remover
   1193263|3482d83e||Formula: Brown armor dye
   1193262|474fe49f||Brown armor dye
   1193261|785a5d05||Formula: Silver armor dye
   1193260|bf2edcc4||Silver armor dye
   1193299|4c44be16||Be given Aerondight by the Lady of the Lake.
   1193298|14c7e399||Serve time in Toussaint.
   1193297|8d6362aa||Be decorated with the Order of Vitis Vinifera.
   1193296|e446860a||Travel to the Duchy of Toussaint.
   1193303|e0d1ecf3||Help unite the warring vineyards and have a wine named in your honor.
   1193302|dec687a1||Collect all the cards in the Skellige deck.
   1193301|2295d8bb||Find all grandmaster diagrams for each witcher school.
   1193307|6ead46bf||Win a fight against at least three opponents while under the influence of alcohol.
   1193306|d676b4d8||Kill a frozen opponent with a crossbow bolt.
   1193305|62c9e923||Develop a mutation.
   1193304|88ecf2a8||Unlock the bonus for equipping all the witcher gear elements from one School.
   1193308|6340611b||Obtain a flawless victory in all the competitions during the knights' tourney.
   1193283|6e052a50||The Witcher's Gone South
   1193282|37615c62||Magic Sensibilities
   1193281|73e791b4||Formula: Purple armor dye
   1193280|babc1173||Purple armor dye
   1193287|219bbc90||Embodiment of the Five Virtues
   1193286|11564595||A Knight to Remember
   1193285|c2ddc813||Kling of the Clink
   1193284|c9c29424||Last Action Hero
   1193291|b65abdb9||The Grapes of Wrath Stomped
   1193290|68852be7||I Have a Gwent Problem
   1193289|721cd681||Turned Every Stone
   1193295|bb8067b9||Mean Drunk
   1193294|abff859e||Hasta la Vista™
   1193293|ec888d69||Weapon "W"
   1193292|5e43f122||Dressed to Kill
   1193107|75fc4116||Legendary Manticore gauntlets
   1193106|eb048086||Diagram: Manticore gauntlets
   1193105|b4a22a83||Manticore gauntlets
   1193104|4fb14e07||Diagram: Grandmaster legendary Manticore boots
   1193111|69f986a4||Legendary Manticore trousers
   1193110|8a0e3c10||Diagram: Manticore trousers
   1193109|196a3b97||Manticore trousers
   1193108|871b3859||Diagram: Legendary Manticore gauntlets
   1193115|c358c6fe||Legendary Manticore silver sword
   1193114|27123e3f||Diagram: Manticore silver sword
   1193113|40c456b1||Manticore silver sword
   1193112|d127bddd||Diagram: Legendary Manticore trousers
   1193119|4e46841a||Legendary Manticore steel sword
   1193118|3fcce615||Diagram: Manticore steel sword
   1193117|8c20b207||Manticore steel sword
   1193116|57a4724c||Diagram: Legendary Manticore silver sword
   1193091|cd666e46||Grandmaster Wolven silver sword
   1193090|4baf48cf||Diagram: Grandmaster legendary Wolven trousers
   1193089|3471f43a||Grandmaster legendary Wolven trousers
   1193088|13f57582||Diagram: Grandmaster Wolven trousers
   1193095|862433cb||Grandmaster legendary Wolven steel sword
   1193094|b9f46038||Grandmaster Wolven steel sword
   1193093|873be93e||Diagram: Grandmaster legendary Wolven silver sword
   1193092|87310d13||Grandmaster legendary Wolven silver sword
   1193099|6d6e0f47||Legendary Manticore armor
   1193098|40acac1a||Diagram: Manticore armor
   1193097|1cdec43a||Manticore armor
   1193096|ec67d1f6||Diagram: Grandmaster legendary Wolven steel sword
   1193103|9d543949||Legendary Manticore boots
   1193102|d099a475||Diagram: Manticore boots
   1193101|4cc4ee3c||Manticore boots
   1193100|dcc363ed||Diagram: Legendary Manticore armor
   1193139|c358c6ff||Enhanced legendary Manticore silver sword
   1193138|10166c9d||Diagram: Enhanced Manticore silver sword
   1193137|40c456b2||Enhanced Manticore silver sword
   1193136|4a796e3b||Diagram: Enhanced legendary Manticore trousers
   1193143|4e46841b||Enhanced legendary Manticore steel sword
   1193142|646ede73||Diagram: Enhanced Manticore steel sword
   1193141|8c20b208||Enhanced Manticore steel sword
   1193140|fcae43aa||Diagram: Enhanced legendary Manticore silver sword
   1193147|49c053a5||Toussaint Ducal Guardsman's boots
   1193146|f6a81bd6||Toussaint Ducal Guardsman's gauntlets
   1193145|49b39123||Toussaint Ducal Guardsman's armor
   1193144|cf2971c6||Diagram: Enhanced legendary Manticore steel sword
   1193151|f8d25e24||Diagram: Toussaint Ducal Guardsman's gauntlets
   1193150|88995731||Diagram: Toussaint Ducal Guardsman's armor
   1193149|b5787b6d||Toussaint Ducal Guardsman's steel sword
   1193148|4a7f3bc0||Toussaint Ducal Guardsman's trousers
   1193123|6d6e0f48||Enhanced legendary Manticore armor
   1193122|e97ecf78||Diagram: Enhanced Manticore armor
   1193121|1cdec43b||Enhanced Manticore armor
   1193120|ff4d7c68||Diagram: Legendary Manticore steel sword
   1193127|9d54394a||Enhanced legendary Manticore boots
   1193126|cd473cd3||Diagram: Enhanced Manticore boots
   1193125|4cc4ee3d||Enhanced Manticore boots
   1193124|2f56044b||Diagram: Enhanced legendary Manticore armor
   1193131|75fc4117||Enhanced legendary Manticore gauntlets
   1193130|85a177e4||Diagram: Enhanced Manticore gauntlets
   1193129|b4a22a84||Enhanced Manticore gauntlets
   1193128|221ca1a0||Diagram: Enhanced legendary Manticore boots
   1193135|69f986a5||Enhanced legendary Manticore trousers
   1193134|f5a4096e||Diagram: Enhanced Manticore trousers
   1193133|196a3b98||Enhanced Manticore trousers
   1193132|cb78acb7||Diagram: Enhanced legendary Manticore gauntlets
   1193171|7d02ab25||Diagram: Toussaint Ducal Guard Officer's gauntlets
   1193170|849ae610||Diagram: Toussaint Ducal Guard Officer's armor
   1193169|9d1a51cc||Toussaint Ducal Guard Officer's steel sword
   1193168|2c5d055f||Toussaint Ducal Guard Officer's trousers
   1193175|7467c2a0||Toussaint Ducal Guard Captain's armor
   1193174|258a189a||Diagram: Toussaint Ducal Guard Officer's steel sword
